customer_id,churn_probability,churn_prediction
6695-AMZUF,0.4322138996276879,0
7398-LXGYX,0.6800317709171894,1
7459-RRWQZ,0.11573459758308113,0
0807-ZABDG,0.6260855304892048,1
6050-FFXES,0.06225243201224367,0
1051-GEJLJ,0.7442528917933062,1
9565-AXSMR,0.584380540326908,1
2799-ARNLO,0.06864149139365815,0
4039-PIMHX,0.10897143144634674,0
5791-KAJFD,0.48236942530888693,0
8910-ICHIU,0.1614336697452606,0
2868-MZAGQ,0.04931076478382066,0
3658-KIBGF,0.7014269605963682,1
5442-XSDCW,0.37255203183046853,0
1074-WVEVG,0.14145079617664583,0
3859-CVCET,0.37784472602832536,0
7021-XSNYE,0.1963823185586157,0
0311-UNPFF,0.032325173875567194,0
2673-ZALNP,0.09658130817999663,0
1226-UDFZR,0.4531914818197776,0
9101-BWFSS,0.5882261748839497,1
1492-KGETH,0.7187702506352733,1
6289-CPNLD,0.03205737835901213,0
4013-TLDHQ,0.6343091485520044,1
9507-HSMMZ,0.07589836098841106,0
3050-GBUSH,0.46868216384482825,0
6214-EDAKZ,0.042227431651604946,0
7691-KGKGP,0.5237205230455638,1
1240-HCBOH,0.6504907816181165,1
7432-FFVAR,0.015514896549268124,0
2348-KCJLT,0.8128878466942255,1
8777-MBMTS,0.6931977397380321,1
6229-LSCKB,0.002417882153116944,0
0471-LVHGK,0.5854340772475436,1
5825-XJOCM,0.41602668445999824,0
2805-AUFQN,0.025919519367136365,0
5712-VBOXD,0.2380172658717304,0
2523-EWWZL,0.26283779810246805,0
9873-MNDKV,0.011636590411276527,0
9581-GVBXT,0.40523508765961314,0
9308-ANMVE,0.0124930153119559,0
0208-BPQEJ,0.7918250250435497,1
2520-SGTTA,0.23602387987639534,0
8779-QRDMV,0.0455965402700883,0
5312-TSZVC,0.7375942237661258,1
9769-TSBZE,0.5332726546570372,1
8405-IGQFX,0.4804557244086164,0
3930-ZGWVE,0.15359647894992087,0
6859-RKMZJ,0.4557151258613993,0
8041-TMEID,0.7540227282958761,1
3179-GBRWV,0.037520296698423564,0
6806-YDEUL,0.36743088513604305,0
8486-AYEQH,0.06498566446613074,0
0795-GMVQO,0.2234468173454398,0
6839-ITVZJ,0.7489642990122708,1
5268-DSMNQ,0.7567023804394165,1
8845-LWKGE,0.011513523778060803,0
4849-PYRLQ,0.07065865882559538,0
3679-XASPY,0.12956639428989228,0
1552-AAGRX,0.0883321685426288,0
5115-SQAAU,0.03772328780531409,0
2262-SLNVK,0.038773821905300904,0
5598-IKHQQ,0.31612791480955754,0
9050-QLROH,0.18448858110549038,0
6645-MXQJT,0.15047016138651514,0
0096-BXERS,0.43836667674857105,0
7024-OHCCK,0.4439271937528463,0
5087-SUURX,0.17249482480678727,0
4879-GZLFH,0.4190860599417755,0
5671-RQRLP,0.7378873259892499,1
1661-CZBAU,0.6035731275188558,1
1658-BYGOY,0.07923644695040241,0
4176-RELJR,0.14082839395800725,0
6603-YRDCJ,0.2896002964372418,0
1597-FZREH,0.00827193197852588,0
9170-ARBTB,0.27188281281474713,0
3647-GMGDH,0.02119505688104995,0
6990-YNRIO,0.017372696528053826,0
0103-CSITQ,0.7052278028268997,1
1555-HAPSU,0.04744987398586175,0
6257-RJOHI,0.22264916715153962,0
1915-OAKWD,0.05798768246047634,0
6215-NQCPY,0.014610945185041949,0
8784-CGILN,0.045950266161971266,0
8034-RYTVV,0.008374719675080114,0
1929-ZCBHE,0.21366022087899755,0
8909-BOLNL,0.022172565909368766,0
4374-YMUSQ,0.3236648011552292,0
1768-HNVGJ,0.6316170281837523,1
2472-OVKUP,0.12090299214043145,0
9242-TKFSV,0.1695608500295092,0
4079-VTGLK,0.07561240293818686,0
9046-DQMTP,0.010557250836564296,0
6275-YDUVO,0.05933975080596216,0
7550-WIQVA,0.04349659014783347,0
8739-XNIKG,0.03414391469697091,0
5756-OZRIO,0.18504565051176375,0
7233-IOQNP,0.48747596877008004,0
5296-BFCYD,0.1444093825191941,0
7398-SKNQZ,0.11221431116610608,0
3521-SYVOR,0.24234891437086709,0
7315-WYOAW,0.0231277988348051,0
7854-EKTJL,0.41941126717387595,0
9253-VIFJQ,0.7751414325314424,1
5170-PTRKA,0.27069222676526145,0
2027-OAQQC,0.003613976662829528,0
2305-MRGLV,0.162216391008464,0
7596-ZYWBB,0.1745909016380288,0
7044-YAACC,0.022742478428100604,0
1240-KNSEZ,0.20646842872385168,0
7579-KKLOE,0.32328388781991135,0
2739-CCZMB,0.5822986404831416,1
6158-HDPXZ,0.11302307576452526,0
9889-TMAHG,0.23513392783407788,0
8149-RSOUN,0.1902476268735415,0
7055-VKGDA,0.2626865690605061,0
0739-UUAJR,0.6348157723893953,1
6734-CKRSM,0.07438471972173827,0
5522-JBWMO,0.03246864894082888,0
1436-ZMJAN,0.4733889920608617,0
6481-LXPWL,0.2929093476842297,0
4484-GLZOU,0.31845286842455817,0
4806-DXQCE,0.3208928163798194,0
2235-ZGKPT,0.38803268295581295,0
7767-UXAGJ,0.6476240199074959,1
0074-HDKDG,0.18959708272493647,0
4430-YHXGG,0.1852286913200975,0
3001-CBHLQ,0.5994896327733991,1
0206-OYVOC,0.057351588502134815,0
5832-TRLPB,0.23092874308640757,0
5668-MEISB,0.7314241073129549,1
1122-YJBCS,0.7306209918924079,1
0862-PRCBS,0.13051983909418344,0
3623-FQBOX,0.04327452751420479,0
6898-RBTLU,0.31374719988363103,0
1421-HCERK,0.014367989999110542,0
2070-XYMFH,0.7356728219483433,1
5546-QUERU,0.08779531814437733,0
5546-BYZSM,0.13712557598208447,0
8398-TBIYD,0.08798624229210769,0
6840-RESVB,0.8239990701831275,1
7548-SEPYI,0.0074403740660733825,0
0230-UBYPQ,0.11885350970205942,0
3764-MNMOI,0.7382163941926949,1
4615-PIVVU,0.11589429479260124,0
2640-LYMOV,0.26463238565560543,0
9040-KZVWO,0.8132814384764362,1
3778-FOAQW,0.3702450326145323,0
9651-GTSAQ,0.5234497786578722,1
4625-XMOYM,0.021691919771331173,0
1915-IOFGU,0.012495413030268722,0
7129-AZJDE,0.030169695361624765,0
3230-IUALN,0.3465224254662612,0
7321-PKUYW,0.5957897333394817,1
4890-VMUAV,0.8043610080080604,1
4676-WLUHT,0.03496508205731297,0
2480-EJWYP,0.5661281862712033,1
0690-SRQID,0.010588502716992408,0
0979-MOZQI,0.07716590107109095,0
8577-QSOCG,0.037617297922502055,0
3354-OADJP,0.6363006719060116,1
0115-TFERT,0.003034585715071182,0
9752-ZNQUT,0.07959239322643605,0
4682-BLBUC,0.27234591122914076,0
1374-DMZUI,0.5983373194574989,1
2925-MXLSX,0.01974897102935963,0
7994-UYIVZ,0.4475442688588153,0
2867-UIMSS,0.062974949832668,0
2398-YPMUR,0.06784284874253693,0
9667-EQRXU,0.5702478658383677,1
6733-LRIZX,0.04328497492604493,0
6286-SUUWT,0.26111128099506314,0
3913-RDSJZ,0.2650591597329895,0
3190-ITQXP,0.1964796283311582,0
1207-BLKSA,0.5757015381561607,1
9283-LZQOH,0.13040809390381733,0
5845-BZZIB,0.8667501621205254,1
9385-EHGDO,0.5427596091028442,1
6608-QQLVK,0.009356197026195537,0
4815-GBTCD,0.36822199993234833,0
0641-EVBOJ,0.19381527797383807,0
2809-ILCYT,0.16440718937407192,0
3645-DEYGF,0.7127700604333259,1
1705-GUHPV,0.0247403658723803,0
7785-RDVIG,0.03443814439825918,0
2040-LDIWQ,0.15851033610384443,0
8174-LNWMW,0.10557738826351648,0
3597-MVHJT,0.7185302076431862,1
7881-INRLC,0.3162216153712368,0
0541-FITGH,0.6515430540834886,1
4061-UKJWL,0.4483273537819198,0
6778-JFCMK,0.0057755590387162554,0
1735-XMJVH,0.01065662164943783,0
2242-MFOTG,0.1765116120333678,0
1069-QJOEE,0.6541309517264603,1
4929-ROART,0.6303976966008202,1
8075-GXIUB,0.5662838676429555,1
6248-TKCQV,0.013472466667906411,0
8191-XWSZG,0.017526683666235474,0
8612-GXIDD,0.3342509940358597,0
3705-RHRFR,0.513924865506299,1
3146-MSEGF,0.23187086616832295,0
3190-FZATL,0.5277063370420837,1
4530-NDRKU,0.4558835050301072,0
4884-ZTHVF,0.0019801348758169465,0
3935-TBRZZ,0.43246885941709107,0
4304-XUMGI,0.2618373352401515,0
7841-TZDMQ,0.1982101933891255,0
8393-JMVMB,0.7793242799939498,1
